file_name,unit_number,unit_title,lesson_number,lesson_title,skill,concept,learning_objective,difficulty_level,evidence_from_transcript
NA - -2021- درس 6 ｜ الوحدة 1 ｜ جمع عددين ضمن9999مع حمل ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,1,الجمع,6.0,جمع عددين ضمن 9999 مع حمل,إكمال الأنماط العددية المتزايدة بالجمع,الأنماط العددية، تحديد قاعدة النمط (الزيادة الثابتة)، منزلة المئات، منزلة الألوف,إيجاد الأعداد المفقودة في الأنماط العددية المتزايدة بالجمع,Medium,أكمل النمط. هيا بنا نقرأ الأعداد التي على قاطرات القطار... لنلاحظ معاً: منزلة الآحاد بقيت كما هي. منزلة العشرات بقيت كما هي. لكن لاحظوا منزلة المئات: خمسة أصبحت سبعة ثم أصبحت ماذا؟ تسعة. ما مقدار الزيادة على منزلة المئات؟ اثنان. واثنان في المئات ما مقدارها؟ أحسنتم، مئتان. ... حتى أكمل النمط، يجب أن أقوم بإضافة مئتين في كل مرة.
NA - -2021- درس 6 ｜ الوحدة 1 ｜ جمع عددين ضمن9999مع حمل ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,1,الجمع,6.0,جمع عددين ضمن 9999 مع حمل,إيجاد الأرقام المفقودة في مسائل الجمع,العلاقة بين الجمع والطرح، الحمل (إعادة التجميع) في الجمع، التحقق من الناتج,إيجاد الأرقام المفقودة في مسائل الجمع ذات الأعداد الكبيرة (ضمن 9999),Medium,اكتب العدد المناسب في الدائرة. يوجد بعض الأرقام المفقودة... خمسة زائد ماذا يساوي ثمانية؟... كم سأضيف للأربعة حتى أحصل على ثلاثة؟ هل في الجمع يكبر العدد أم يقل؟ أحسنتم، يكبر. هذه ليست ثلاثة وإنما ماذا؟ ثلاثة عشر. رائعون! إذاً ماذا زائد أربعة يساوي ثلاثة عشر؟
NA - -2021- درس 6 ｜ الوحدة 1 ｜ جمع عددين ضمن9999مع حمل ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,1,الجمع,6.0,جمع عددين ضمن 9999 مع حمل,توظيف عملية الجمع في حل مشكلات حياتية,المسائل الكلامية، جمع المسافات (ذهاباً وإياباً)، البحث عن معلومات,توظيف عملية الجمع في حل مشكلات حياتية,Medium,أريد أن أبحث من خلال الشبكة العنكبوتية عن ماذا؟ عن المسافة بين القدس ومكة المكرمة، وأجد المسافة التي يقطعها المسافر ذهاباً، والمسافة ذهاباً وإياباً.
NA - -2021- درس 6 ｜ الوحدة 1 ｜ جمع عددين ضمن9999مع حمل ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,1,الجمع,6.0,جمع عددين ضمن 9999 مع حمل,التحقق من معقولية ناتج الجمع باستخدام التقدير,التقدير في الجمع، التقريب، التحقق من معقولية الحل,التحقق من معقولية ناتج الجمع باستخدام التقدير,Medium,وبعد أن أجد ناتج المسافة ذهاباً وإياباً، أريد أن أتحقق من صحة الحل باستخدام التبديل، ومن معقولية الحل باستخدام التقدير.
NA - -2021- درس 7 ｜ الوحدة 1 ｜ طرح عددين ضمن 9999 دون استلاف ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,1,عمليات الأعداد ضمن 9999,7.0,طرح عددين ضمن 9999 دون استلاف,طرح عددين من ثلاث منازل,عملية الطرح,مراجعة كيفية طرح عددين من ثلاث منازل دون استلاف.,Easy,سنقول 557 ناقص 336. تعلمنا في الصف الثاني الأساسي كيف نطرح عددين مكونين من ثلاث منازل. كيف يا ترى؟ أحسنتم، نطرح الآحاد من الآحاد، والعشرات من العشرات، والمئات من المئات.
NA - -2021- درس 7 ｜ الوحدة 1 ｜ طرح عددين ضمن 9999 دون استلاف ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,1,عمليات الأعداد ضمن 9999,7.0,طرح عددين ضمن 9999 دون استلاف,طرح عددين ضمن 9999 دون استلاف,القيمة المنزلية,إيجاد ناتج طرح عددين ضمن 9999 دون استلاف باستخدام المعداد.,Easy,هذا ما سنتعلمه في لقاء اليوم، وهو بعنوان: 'طرح عددين ضمن 9999 دون استلاف'... سأقوم بإزالة أربعة من الثمانية في منزلة الآحاد، وأيضًا واحد من الاثنين في منزلة العشرات، وواحد من السبعة في منزلة المئات، وواحد من الواحد في منزلة آحاد الآلاف.
NA - -2021- درس 7 ｜ الوحدة 1 ｜ طرح عددين ضمن 9999 دون استلاف ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,1,عمليات الأعداد ضمن 9999,7.0,طرح عددين ضمن 9999 دون استلاف,طرح عددين ضمن 9999 دون استلاف,التمثيل على لوحة المنازل,إيجاد ناتج طرح عددين ضمن 9999 دون استلاف باستخدام لوحة المنازل.,Easy,إنها لوحة المنازل. هيا بنا مرة أخرى نعيد الحل بتمثيله على لوحة المنازل... ثمانية ناقص أربعة ماذا يساوي؟ أربعة. اثنان ناقص واحد ماذا يساوي؟ واحد. سبعة ناقص واحد ماذا يساوي؟ ستة. واحد ناقص واحد ماذا يساوي؟ صفر.
NA - -2021- درس 7 ｜ الوحدة 1 ｜ طرح عددين ضمن 9999 دون استلاف ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,1,عمليات الأعداد ضمن 9999,7.0,طرح عددين ضمن 9999 دون استلاف,التحقق من صحة ناتج الطرح,العلاقة العكسية بين الجمع والطرح,التحقق من صحة ناتج الطرح باستخدام عملية الجمع.,Medium,أطرح ثم أتحقق من صحة عملية الطرح. بماذا؟ بالجمع... أجمع من مع من؟ أحسنتم، ناتج الطرح 1101 زائد ماذا؟ رائعون، المطروح 8006... أقارن ناتج الجمع مع من؟ مع المطروح منه.
NA - -2021- درس 7 ｜ الوحدة 1 ｜ طرح عددين ضمن 9999 دون استلاف ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,1,عمليات الأعداد ضمن 9999,7.0,طرح عددين ضمن 9999 دون استلاف,حل المشكلات الحياتية,توظيف الطرح في مواقف حياتية,توظيف الطرح ضمن 9999 في حل مشكلات حياتية.,Medium,ألاحظ عداد السيارة بالكيلومتر قبل وبعد السفر، وأجيب... ما مقدار المسافة التي قطعتها السيارة في هذا السفر؟... أحسنتم، سأقوم بإجراء عملية الطرح.
NA - -2021- درس 7 ｜ الوحدة 1 ｜ طرح عددين ضمن 9999 دون استلاف ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,1,عمليات الأعداد ضمن 9999,7.0,طرح عددين ضمن 9999 دون استلاف,تقدير نواتج الطرح,التقريب لأقرب ألف,التحقق من معقولية ناتج الطرح بالتقدير (التقريب لأقرب ألف).,Medium,يا ترى هل الجواب الذي توصلنا إليه معقول؟ هيا بنا نتحقق من ذلك باستخدام التقدير... هيا بنا نقرب المطروح منه لأقرب ألف... المطروح 1008... تقريبه يكون ألفًا... أربعة آلاف ناقص ألف ماذا يساوي أعزائي؟ ثلاثة آلاف.
NA - -2021- درس 7 ｜ الوحدة 1 ｜ طرح عددين ضمن 9999 دون استلاف ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,1,عمليات الأعداد ضمن 9999,7.0,طرح عددين ضمن 9999 دون استلاف,إكمال مسائل الطرح بأرقام مفقودة,الاستنتاج والمنطق في العمليات الحسابية,إكمال مسائل طرح تتضمن أرقامًا مفقودة باستخدام المنطق والقيمة المنزلية.,Hard,أكتب الرقم المناسب في الدائرة والمربع... تسعة ناقص ماذا يساوي اثنان؟ أحسنتم، سبعة... سبعة ناقص ماذا يساوي خمسة؟ فكروا. رائعون، اثنان.
NA - -2021- درس 7 ｜ الوحدة 2 ｜ المربع ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,2,الهندسة والأشكال الرباعية,7.0,المربع,التعرف على الأشكال الهندسية، تحديد الخصائص، الملاحظة، الاستنتاج,المربع، الأضلاع المتساوية، الزوايا القائمة، الرؤوس، الشكل الرباعي المغلق,التعرف على خواص المربع من حيث الأضلاع والزوايا,Easy,التعرف على خواص المربع من حيث الأضلاع والزوايا... للمربع أربعة رؤوس... عدد أضلاع المربع أربعة أضلاع... أطوال أضلاع المربع متساوية... زوايا المربع قوائم... المربع هو: شكل رباعي مغلق، له أربعة أضلاع... زوايا المربع قوائم، وأيضاً أطوال أضلاعه متساوية. هذه هي خصائص المربع.
NA - -2021- درس 7 ｜ الوحدة 2 ｜ المربع ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,2,الهندسة والأشكال الرباعية,7.0,المربع,المقارنة، التحليل، التمييز بين الأشكال الهندسية,المربع، المستطيل، خصائص الأشكال الرباعية,التمييز بين المربع والمستطيل بناءً على خصائصهما,Easy,لاحظوا أعزائي الطلاب ماذا ظهر أمامنا؟ هيا بنا نتذكر: شكل رباعي مغلق، فيه كل ضلعين متقابلين متساويان، وزواياه قوائم. فمن هو يا تُرى؟... إنه، أحسنتم، المستطيل! ... ما الفرق بين المربع والمستطيل؟ فكروا. هذا ما سنتعرف عليه معاً.
NA - -2021- درس 7 ｜ الوحدة 2 ｜ المربع ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,2,الهندسة والأشكال الرباعية,7.0,المربع,الرسم الهندسي، القياس بالوحدات، تتبع الخطوات، استخدام الأدوات الهندسية,المربع، شبكة المربعات، الأبعاد (طول الضلع),أن ترسم مربعاً بأبعادٍ معروفةٍ على شبكة المربعات,Medium,وأن ترسم مربعاً بأبعادٍ معروفةٍ على شبكة المربعات... ونتعلم كيف نرسم المربع... نحدد النقطة لام على شبكة المربعات... نقوم بالعد من النقطة لام بشكل رأسي لأسفل، كم وحدة... نضع نقطة... نعد أفقياً إلى اليسار بطول كم؟ خمس وحدات... من النقطة نون نعد رأسياً لأعلى خمس وحدات... باستخدام المسطرة نصل لام ميم، ميم نون، نون واو، واو لام، ونكون قد حصلنا على المربع.
NA - -2021- درس 7 ｜ الوحدة 2 ｜ المربع ｜ الصف 3 ｜ الفصل 1 ｜ الرياضيات.txt,2,الهندسة والأشكال الرباعية,7.0,المربع,حل المشكلات، التحليل المكاني، تطبيق خصائص المربع,المربع، المستطيل، خصائص الأشكال الهندسية، التقسيم,توظيف خصائص المربع في حل مشكلات هندسية (تقسيم مستطيل إلى مربعات),Medium,وأن توظف خصائص المربع في حل مشكلاتٍ حياتيةٍ... ما الشكل المرسوم أمامكم؟ مستطيل. يريد السؤال أن نقسم هذا المستطيل إلى مربعين... قوم بِعَدِّ أو بحساب طول ضلع المستطيل... بما أن الضلع الصغير أربع وحدات، وللحصول على مربع يجب أن تكون أضلاعه متساوية، والضلع الأطول ثماني وحدات، فيمكننا أن نقسمه إلى نصفين... ننتج المربع الأول والمربع الثاني، وكلاهما طول ضلعه أربع وحدات.
